Indicator,Group,State,Subgroup,Time Period Label,Value,LowCI,HighCI,Confidence Interval,Start_Date,End_Date,period,total_cases,avg_cases
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Feb 17 - Mar 1,25.2,24,26.4,24.0 - 26.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Feb 17 - Mar 1,13.2,11.6,15,11.6 - 15.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Feb 17 - Mar 1,11.4,10.8,12,10.8 - 12.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Feb 17 - Mar 1,13,11,15.3,11.0 - 15.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Feb 17 - Mar 1,7.1,5.6,8.8,5.6 - 8.8,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Feb 17 - Mar 1,18.2,15.3,21.3,15.3 - 21.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,Feb 17 - Mar 1,9.6,7.2,12.6,7.2 - 12.6,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,Feb 17 - Mar 1,10.7,9.4,12.1,9.4 - 12.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Feb 17 - Mar 1,14.3,13.3,15.2,13.3 - 15.2,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Feb 17 - Mar 1,11.2,10.6,11.7,10.6 - 11.7,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,Feb 17 - Mar 1,9.4,6.5,13.1,6.5 - 13.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,Feb 17 - Mar 1,11.2,9,13.8,9.0 - 13.8,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,Feb 17 - Mar 1,10.7,8.7,13,8.7 - 13.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,Feb 17 - Mar 1,11.5,8.6,15,8.6 - 15.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,Feb 17 - Mar 1,12.7,11.3,14.3,11.3 - 14.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,Feb 17 - Mar 1,13.8,11.5,16.4,11.5 - 16.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,Feb 17 - Mar 1,10.9,8.5,13.6,8.5 - 13.6,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,Feb 17 - Mar 1,9,6.3,12.5,6.3 - 12.5,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,Feb 17 - Mar 1,12.4,8.9,16.7,8.9 - 16.7,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,Feb 17 - Mar 1,10.9,8.7,13.4,8.7 - 13.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,Feb 17 - Mar 1,16.7,11.5,23.1,11.5 - 23.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,Feb 17 - Mar 1,5.8,3.9,8.2,3.9 - 8.2,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,Feb 17 - Mar 1,12.4,8.6,17.1,8.6 - 17.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,Feb 17 - Mar 1,13,10.3,16.1,10.3 - 16.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,Feb 17 - Mar 1,13.6,10.1,17.9,10.1 - 17.9,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,Feb 17 - Mar 1,11.1,8.6,13.9,8.6 - 13.9,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,Feb 17 - Mar 1,10.2,8,12.9,8.0 - 12.9,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,Feb 17 - Mar 1,11.4,8.4,15.1,8.4 - 15.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,Feb 17 - Mar 1,12.9,8.7,18.2,8.7 - 18.2,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,Feb 17 - Mar 1,14.5,10.4,19.6,10.4 - 19.6,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,Feb 17 - Mar 1,10.6,8.6,13,8.6 - 13.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,Feb 17 - Mar 1,12.1,9.3,15.4,9.3 - 15.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,Feb 17 - Mar 1,12.7,10.4,15.1,10.4 - 15.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,Feb 17 - Mar 1,10.2,8.2,12.5,8.2 - 12.5,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,Feb 17 - Mar 1,13.3,7.6,21,7.6 - 21.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,Feb 17 - Mar 1,15.1,11.4,19.4,11.4 - 19.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,Feb 17 - Mar 1,10.2,7.3,13.7,7.3 - 13.7,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,Feb 17 - Mar 1,10.7,7.8,14.3,7.8 - 14.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,Feb 17 - Mar 1,11.3,8.8,14.1,8.8 - 14.1,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,Feb 17 - Mar 1,10.7,8,14,8.0 - 14.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,Feb 17 - Mar 1,9.6,6.9,12.9,6.9 - 12.9,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,Feb 17 - Mar 1,10.6,8,13.6,8.0 - 13.6,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,Feb 17 - Mar 1,10.4,7.8,13.4,7.8 - 13.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,Feb 17 - Mar 1,11.9,8.6,16,8.6 - 16.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,Feb 17 - Mar 1,8.7,5.7,12.5,5.7 - 12.5,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,Feb 17 - Mar 1,12.1,9.1,15.7,9.1 - 15.7,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,Feb 17 - Mar 1,9.8,6.9,13.3,6.9 - 13.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,Feb 17 - Mar 1,17.8,15.1,20.8,15.1 - 20.8,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Feb 17 - Mar 1,9.2,7.6,11,7.6 - 11.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,Feb 17 - Mar 1,11.3,8,15.2,8.0 - 15.2,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,Feb 17 - Mar 1,11.4,8.7,14.6,8.7 - 14.6,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,Feb 17 - Mar 1,5.9,4,8.3,4.0 - 8.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,Feb 17 - Mar 1,10.9,8.3,13.9,8.3 - 13.9,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,Feb 17 - Mar 1,12.5,10.5,14.7,10.5 - 14.7,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,Feb 17 - Mar 1,14.3,11.9,17,11.9 - 17.0,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,Feb 17 - Mar 1,7.5,5.3,10.2,5.3 - 10.2,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,Feb 17 - Mar 1,9.6,7,12.8,7.0 - 12.8,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,Feb 17 - Mar 1,12.6,10.9,14.6,10.9 - 14.6,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,Feb 17 - Mar 1,13,10.1,16.3,10.1 - 16.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,Feb 17 - Mar 1,10.8,7.9,14.4,7.9 - 14.4,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,Feb 17 - Mar 1,16.2,10.6,23.3,10.6 - 23.3,2021-02-17,2021-03-01,25,807109,67259.08333333333
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,Mar 3 - Mar 15,21.1,20.4,21.7,20.4 - 21.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,22.1,19.7,24.6,19.7 - 24.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,22.5,20.8,24.2,20.8 - 24.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,21.6,20.2,22.9,20.2 - 22.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,21.7,20.5,23,20.5 - 23.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,20.4,19.1,21.9,19.1 - 21.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,16.9,15.2,18.7,15.2 - 18.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,16.7,10.1,25.4,10.1 - 25.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,Mar 3 - Mar 15,15.5,14.5,16.6,14.5 - 16.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,Mar 3 - Mar 15,26.4,25.6,27.3,25.6 - 27.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Mar 3 - Mar 15,12.5,11.9,13.1,11.9 - 13.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Mar 3 - Mar 15,36.1,34.6,37.6,34.6 - 37.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Mar 3 - Mar 15,16.3,14.2,18.7,14.2 - 18.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Mar 3 - Mar 15,24.2,23.6,24.9,23.6 - 24.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Mar 3 - Mar 15,14.3,12.8,16,12.8 - 16.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Mar 3 - Mar 15,8.5,6.6,10.7,6.6 - 10.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Mar 3 - Mar 15,23.5,20.4,26.9,20.4 - 26.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,Mar 3 - Mar 15,20.8,16.7,25.4,16.7 - 25.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,Mar 3 - Mar 15,19.1,17.4,20.9,17.4 - 20.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Mar 3 - Mar 15,23.7,22.8,24.7,22.8 - 24.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Mar 3 - Mar 15,20.6,19.9,21.4,19.9 - 21.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,23.2,18.8,28.1,18.8 - 28.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,19.7,16,23.9,16.0 - 23.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,21.7,17.6,26.3,17.6 - 26.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,29.8,24.7,35.4,24.7 - 35.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,18.1,15.3,21.1,15.3 - 21.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,25.2,20.9,29.9,20.9 - 29.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,22.8,19.5,26.3,19.5 - 26.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,Mar 3 - Mar 15,16.7,13.3,20.6,13.3 - 20.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 3 - Mar 15,20.2,15,26.1,15.0 - 26.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,Mar 3 - Mar 15,19.9,17.4,22.7,17.4 - 22.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,Mar 3 - Mar 15,17.9,14.8,21.4,14.8 - 21.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 3 - Mar 15,11.3,7.6,16,7.6 - 16.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,Mar 3 - Mar 15,22.4,18.6,26.5,18.6 - 26.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,Mar 3 - Mar 15,19.9,17.1,23,17.1 - 23.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,Mar 3 - Mar 15,23,20.1,26.2,20.1 - 26.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,Mar 3 - Mar 15,23.8,20.1,27.8,20.1 - 27.8,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,Mar 3 - Mar 15,23,19.5,26.8,19.5 - 26.8,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 3 - Mar 15,25.9,22.2,30,22.2 - 30.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 3 - Mar 15,28.1,24.1,32.4,24.1 - 32.4,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,Mar 3 - Mar 15,26.8,20.4,33.9,20.4 - 33.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,Mar 3 - Mar 15,20.2,16.6,24.1,16.6 - 24.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 3 - Mar 15,23.5,20.1,27.1,20.1 - 27.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,Mar 3 - Mar 15,21.8,18.7,25.3,18.7 - 25.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 3 - Mar 15,22.6,19.3,26.1,19.3 - 26.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 3 - Mar 15,19.3,14.6,24.7,14.6 - 24.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,Mar 3 - Mar 15,24.4,20.8,28.3,20.8 - 28.3,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,Mar 3 - Mar 15,21.1,16.9,25.9,16.9 - 25.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 3 - Mar 15,22.8,19.9,26,19.9 - 26.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,Mar 3 - Mar 15,16.4,13.3,19.9,13.3 - 19.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 3 - Mar 15,21.8,17.4,26.6,17.4 - 26.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 3 - Mar 15,18.7,16.4,21.2,16.4 - 21.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 3 - Mar 15,15.5,13.3,17.9,13.3 - 17.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,Mar 3 - Mar 15,20.6,17,24.6,17.0 - 24.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 3 - Mar 15,22.9,19.6,26.6,19.6 - 26.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 3 - Mar 15,23.4,18.7,28.7,18.7 - 28.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,Mar 3 - Mar 15,25,20,30.5,20.0 - 30.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 3 - Mar 15,20.7,17.2,24.6,17.2 - 24.6,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,Mar 3 - Mar 15,26,23.2,29,23.2 - 29.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 3 - Mar 15,23.8,20.7,27,20.7 - 27.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 3 - Mar 15,25,18.8,32.1,18.8 - 32.1,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 3 - Mar 15,22.9,19.2,27,19.2 - 27.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 3 - Mar 15,20.9,16.7,25.5,16.7 - 25.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 3 - Mar 15,23.6,19.8,27.7,19.8 - 27.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,Mar 3 - Mar 15,17.5,15.2,20,15.2 - 20.0,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,Mar 3 - Mar 15,23.4,20.2,26.9,20.2 - 26.9,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,Mar 3 - Mar 15,23.8,18.2,30.2,18.2 - 30.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,Mar 3 - Mar 15,20.2,16.5,24.2,16.5 - 24.2,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,Mar 3 - Mar 15,22.7,20.2,25.5,20.2 - 25.5,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 3 - Mar 15,26.1,21.1,31.7,21.1 - 31.7,2021-03-03,2021-03-15,26,710382,59198.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 3 - Mar 15,21.3,17.5,25.4,17.5 - 25.4,2021-03-03,2021-03-15,26,710382,59198.5
